Vehicle_Model,Mileage,Maintenance_History,Vehicle_Age,Fuel_Type,Engine_Size,Service_History,Accident_History,Fuel_Efficiency,Battery_Status
Motorcycle,58060,Poor,9,Electric,1500,5,0,10.94620258,New
SUV,52954,Average,8,Electric,1000,3,1,15.69395778,New
Motorcycle,73048,Good,3,Electric,1000,10,0,15.81577182,Weak
Bus,70021,Poor,2,Petrol,2500,10,2,10.22098749,Good
Truck,63699,Poor,1,Petrol,800,6,0,13.6677207,New
Truck,32205,Average,3,Electric,2000,10,2,12.48564233,New
Bus,35999,Good,3,Diesel,1000,1,0,17.05371132,Good
Bus,54507,Poor,9,Diesel,2000,5,3,19.91001224,New
Truck,40455,Average,8,Electric,800,6,3,17.23478766,New
Truck,74904,Good,2,Electric,800,6,1,16.17683359,Weak
Van,73695,Average,2,Electric,1000,10,1,11.21822297,Weak
Truck,66949,Poor,9,Diesel,2000,10,2,14.53076836,Good
Motorcycle,42835,Average,8,Petrol,2000,5,3,13.17672385,New
Motorcycle,58867,Average,4,Diesel,2000,4,2,18.50913566,Weak
Bus,38508,Good,4,Electric,1000,8,1,10.19852934,New
Car,34807,Good,1,Electric,800,7,0,17.93593654,Weak
Car,75509,Poor,5,Diesel,2000,10,2,10.27232372,New
Motorcycle,42229,Good,8,Petrol,2000,4,1,10.28255018,Weak
Truck,55125,Poor,4,Diesel,1500,8,2,18.79215281,Good
Truck,66497,Average,6,Diesel,2500,10,1,19.12612072,Good
Car,58760,Poor,1,Diesel,1000,9,1,16.71856699,Good
Car,77096,Poor,8,Diesel,800,7,0,11.55368865,Weak
SUV,52843,Good,7,Diesel,1500,1,0,15.4164183,Good
Truck,48975,Average,7,Diesel,800,7,2,18.11706703,Weak
Van,45153,Good,7,Electric,2500,2,1,18.04745456,Good
Truck,63849,Average,10,Electric,2500,8,1,18.52020618,Good
Bus,75902,Good,3,Electric,2000,10,0,16.38773537,Good
Van,64478,Good,3,Electric,2000,4,1,10.04595485,New
Bus,79751,Good,5,Electric,1500,5,3,14.76198392,Good
Bus,37475,Poor,9,Petrol,2500,5,0,14.31949258,New
Motorcycle,49330,Poor,4,Diesel,1000,7,3,11.71256094,Good
Motorcycle,65780,Good,7,Electric,2000,5,1,15.33301697,New
Truck,71391,Average,6,Petrol,1000,1,3,19.00468898,Weak
Truck,67672,Poor,1,Diesel,2500,10,3,17.77700752,Weak
Car,32603,Poor,8,Diesel,2500,3,2,11.32091966,Weak
Motorcycle,40191,Good,4,Electric,1500,4,0,13.29897462,Weak
Truck,61193,Average,6,Diesel,1000,7,1,17.14609995,Good
Bus,65960,Poor,8,Electric,2500,2,0,18.83412891,Weak
Van,71849,Average,4,Petrol,2000,10,3,16.97122511,Good
Van,56251,Poor,10,Electric,2000,10,2,12.17243723,New
Van,34229,Good,9,Diesel,1000,4,0,13.61969266,Weak
Truck,70482,Average,2,Diesel,800,2,3,17.31437313,New
Car,69261,Good,1,Petrol,1500,7,0,19.48543937,Good
Car,77778,Poor,3,Petrol,2000,8,1,19.77232479,New
Van,36240,Average,8,Diesel,2000,4,1,14.76826251,Good
Car,66486,Poor,6,Petrol,800,8,3,15.26210149,Good
Truck,46645,Poor,6,Diesel,2000,8,2,17.74439602,Weak
Van,68445,Good,6,Electric,1000,4,0,10.83792877,Good
Van,71796,Good,4,Petrol,2000,1,1,13.43465586,Weak
Car,60778,Average,8,Diesel,2000,10,3,11.20090517,New
Motorcycle,44180,Poor,10,Petrol,800,8,2,14.92328927,Good
Car,62137,Good,10,Diesel,1500,1,2,15.40963552,Good
SUV,70218,Average,9,Electric,1000,7,1,11.70958826,Weak
Motorcycle,79716,Good,10,Electric,1500,9,3,11.73710208,New
SUV,76827,Average,9,Petrol,2500,9,3,18.18500076,New
Bus,44986,Poor,1,Electric,2500,8,0,14.59196469,New
Van,48401,Average,1,Electric,2500,9,2,16.61034878,Good
SUV,55717,Poor,10,Petrol,800,6,2,15.12413593,Good
Truck,63664,Good,10,Diesel,800,10,0,11.31377638,Weak
Motorcycle,50634,Average,6,Electric,1000,2,0,13.3614377,New
Truck,34722,Poor,5,Diesel,2000,4,1,10.99944788,Good
SUV,48233,Good,10,Petrol,2000,8,3,15.05298576,Weak
Car,48455,Good,1,Diesel,800,5,1,14.48215995,New
Car,64214,Good,9,Petrol,2000,3,1,16.78128656,New
Bus,56203,Good,2,Electric,1500,4,1,15.20804748,Good
Bus,74405,Good,10,Diesel,2000,2,2,13.32202378,New
Bus,42793,Average,2,Electric,1500,7,0,10.34616271,Good
Motorcycle,46889,Poor,4,Petrol,1000,9,3,15.58558837,Good
Motorcycle,39327,Poor,1,Electric,1500,3,3,16.68961034,Good
Truck,66617,Average,8,Electric,2500,3,0,17.0716719,Good
Car,72375,Poor,5,Diesel,1500,6,2,18.39753342,New
Motorcycle,75958,Average,8,Diesel,1500,1,1,12.67943209,Good
SUV,36405,Poor,1,Diesel,1500,1,1,12.14913759,New
Van,51524,Average,8,Electric,2500,6,1,18.88640702,New
Motorcycle,57756,Average,7,Petrol,800,10,2,16.02876668,Weak
Van,35417,Poor,2,Diesel,1000,6,3,17.76843134,New
Motorcycle,54769,Good,6,Petrol,800,1,3,17.54462427,Weak
Car,68933,Average,9,Petrol,2500,8,3,15.82141122,Good
Bus,54768,Poor,6,Diesel,1500,9,2,18.71704083,Weak
Truck,40957,Poor,1,Diesel,2500,1,1,19.24315981,Good
SUV,37686,Average,5,Diesel,800,7,1,19.90201086,New
Truck,71211,Good,10,Petrol,2500,2,0,19.2888879,New
Truck,35211,Poor,2,Petrol,1500,9,3,19.91917247,Weak
Car,77713,Good,5,Electric,800,8,3,13.59932586,Weak
SUV,49919,Average,3,Electric,2000,3,2,10.20348502,Weak
Motorcycle,71508,Average,3,Petrol,1500,10,0,14.85171273,Weak
Car,40792,Good,6,Diesel,800,2,2,16.6013435,Weak
Car,38270,Good,3,Petrol,2500,6,2,16.13360619,Good
Van,65862,Average,3,Diesel,2000,2,3,19.12151582,New
Van,42324,Good,5,Petrol,1500,3,0,13.58597775,New
Bus,64379,Average,10,Electric,1000,2,1,11.5113574,New
Motorcycle,69761,Good,10,Petrol,2500,8,2,14.99098425,Good
SUV,48669,Good,3,Petrol,2500,6,3,16.00262183,Good
Truck,66714,Poor,2,Petrol,1500,3,0,10.1677978,New
Motorcycle,71468,Average,4,Petrol,800,6,1,10.73705986,Good
SUV,66534,Poor,1,Electric,1500,7,0,10.64223045,Weak
Van,39161,Average,1,Electric,1000,8,0,14.45525396,Weak
Motorcycle,33896,Average,1,Electric,2500,5,3,17.97865617,Good
Bus,71589,Poor,9,Diesel,800,8,3,14.56082353,Good
Truck,56954,Good,7,Petrol,1000,8,3,19.37003732,Good
Motorcycle,76222,Average,8,Electric,2500,7,2,12.74728861,Good
Motorcycle,46578,Good,2,Diesel,2500,4,2,16.21974558,New
Van,50296,Average,4,Petrol,1500,5,3,11.75446468,Good
Truck,65290,Poor,6,Electric,1500,8,1,16.30869686,New
Car,64524,Poor,8,Petrol,1000,2,1,15.9076142,New
Van,36042,Good,6,Diesel,800,9,0,14.75541367,Good
Car,45189,Good,7,Electric,1000,8,3,10.69522693,New
Truck,49984,Good,7,Diesel,2000,5,2,16.06380824,Good
Car,68473,Average,5,Petrol,2000,7,3,12.11502852,Good
Truck,62095,Average,2,Diesel,1000,5,3,19.63515009,Weak
Truck,37270,Good,2,Electric,2500,1,0,11.72408808,Weak
Van,38826,Poor,5,Electric,1000,2,2,10.43545261,Weak
Bus,32088,Poor,3,Diesel,800,2,2,15.33579241,Good
Truck,43661,Good,10,Diesel,800,10,1,17.55700488,New
SUV,36281,Good,10,Electric,800,2,1,18.71673348,Good
Van,58453,Poor,2,Petrol,1000,1,3,14.83238009,Weak
Bus,48236,Average,7,Diesel,2000,10,0,13.21346297,Weak
Van,79365,Poor,2,Petrol,1500,6,0,17.70643044,Good
Motorcycle,51585,Average,9,Electric,2500,10,3,19.74925415,Weak
SUV,54422,Poor,8,Electric,1000,4,3,18.97212077,Weak
Motorcycle,69021,Poor,6,Diesel,800,6,0,19.26423832,Weak
Van,51001,Good,8,Petrol,1500,5,3,14.75665221,Good
Motorcycle,34272,Good,9,Petrol,2500,4,2,19.72472329,Weak
Truck,42389,Good,7,Diesel,2000,2,0,16.95562827,New
Car,68985,Good,4,Petrol,800,2,2,14.30294297,New
SUV,60296,Poor,9,Electric,800,2,3,19.95345979,New
Truck,33874,Good,4,Petrol,800,3,1,14.66418975,Good
Van,40004,Good,1,Electric,800,10,2,13.66186552,Weak
SUV,40413,Poor,5,Petrol,800,9,3,11.34655489,New
Truck,48603,Poor,1,Petrol,1000,2,2,10.85715011,Good
Motorcycle,41338,Average,6,Diesel,2500,6,1,17.99987227,New
Bus,33647,Average,9,Petrol,2000,1,0,13.38507377,Good
SUV,43813,Good,4,Electric,1000,10,0,11.1410354,Weak
Motorcycle,50189,Poor,1,Petrol,800,3,1,10.44053589,New
Van,54405,Poor,5,Petrol,800,9,2,10.28807631,Weak
SUV,34314,Good,8,Electric,1000,2,2,17.19313092,New
SUV,57423,Poor,2,Diesel,2000,7,3,14.69805885,Weak
Car,64139,Poor,10,Diesel,1000,7,0,17.30451679,Weak
Truck,31571,Good,10,Electric,2500,10,2,12.7974938,New
Bus,54393,Average,6,Petrol,800,7,3,19.77608174,Good
Truck,35764,Good,10,Diesel,2500,2,0,17.6919348,Good
Van,45040,Poor,4,Electric,1000,10,1,17.50318762,Good
Bus,65780,Average,7,Electric,2500,1,2,11.08264117,New
Car,34066,Good,9,Petrol,1500,9,1,11.55790036,New
Van,69994,Average,4,Petrol,1000,7,2,17.84070392,Weak
SUV,52007,Good,2,Electric,2000,8,0,19.46654565,Weak
Van,35224,Average,10,Diesel,2500,8,2,17.16865633,New
Car,40893,Good,9,Electric,2000,4,0,17.9363402,Weak
Car,46904,Poor,6,Petrol,800,5,0,10.27587502,Good
Truck,52849,Poor,4,Electric,2500,6,2,10.02514992,Good
Van,30912,Poor,10,Petrol,2000,1,0,12.30554053,Weak
Truck,58198,Poor,6,Petrol,800,3,2,14.94150823,New
Car,51947,Poor,3,Petrol,1500,1,2,12.24632934,New
Truck,42787,Average,5,Petrol,800,9,0,19.77689723,Good
Truck,73212,Good,9,Electric,2500,6,0,15.64120386,Good
Van,51880,Good,3,Electric,2500,2,0,13.9216257,New
Car,65492,Average,7,Diesel,2500,4,2,16.19486258,Good
Motorcycle,50226,Good,4,Diesel,2500,7,1,16.11595668,New
Bus,67270,Poor,1,Diesel,800,3,1,11.29072772,New
Bus,53628,Average,9,Diesel,800,4,0,13.57083618,Weak
Truck,60122,Poor,9,Diesel,2000,7,0,10.00660765,New
Motorcycle,65501,Good,6,Electric,2500,2,1,18.67760662,New
Bus,32986,Good,9,Electric,2500,6,1,12.42413853,Good
Motorcycle,48332,Good,1,Petrol,2000,10,1,11.88333457,New
Motorcycle,76874,Poor,9,Electric,1000,1,1,17.68638265,New
Bus,61536,Average,6,Electric,2500,10,2,13.59858339,New
Bus,69670,Average,9,Electric,1000,2,0,15.45663268,Good
Bus,41467,Poor,2,Diesel,1000,6,3,12.2545442,Weak
SUV,48422,Poor,4,Electric,2000,1,2,19.2107972,New
Van,60048,Poor,2,Electric,2500,9,0,19.71590122,Weak
Bus,36726,Average,10,Petrol,1500,6,1,19.57925329,New
Car,58405,Average,9,Petrol,2000,1,0,13.34893314,Weak
Motorcycle,58749,Poor,8,Diesel,1000,1,2,11.55817336,Good
Truck,39768,Average,10,Petrol,2500,3,2,15.95771818,Good
SUV,50206,Good,9,Electric,1000,2,1,15.93036293,New
Motorcycle,67508,Good,10,Electric,2500,4,3,16.57928462,Weak
Car,71908,Average,5,Petrol,2000,7,2,11.23635842,New
Bus,42778,Poor,5,Diesel,1000,7,2,11.60409478,Good
Bus,30361,Good,9,Petrol,1000,3,3,16.37330612,New
Car,30792,Poor,5,Electric,2000,8,2,16.08798735,Weak
Motorcycle,72265,Good,4,Petrol,2500,4,0,16.40503326,Weak
SUV,58642,Good,5,Electric,1500,4,1,14.11014341,Good
Truck,53273,Good,2,Diesel,2000,7,1,16.40924598,Good
Motorcycle,59905,Poor,9,Petrol,2500,4,0,14.72911585,Weak
Truck,65488,Average,6,Diesel,1000,7,0,18.06694448,Weak
Bus,78215,Poor,2,Diesel,1500,1,1,19.52630122,New
Car,36006,Average,10,Electric,2500,8,0,12.29895761,New
Truck,75293,Poor,6,Petrol,800,6,0,12.08199668,New
Motorcycle,57675,Poor,3,Diesel,1000,9,3,19.09597719,Weak
Motorcycle,73460,Good,10,Petrol,1000,3,3,13.33304604,Weak
Van,57575,Good,3,Electric,2500,9,2,16.53077367,Good
Bus,39359,Good,7,Electric,2000,7,1,11.35492303,Good
Van,55611,Good,9,Diesel,2000,3,2,16.01027881,Weak
Bus,60366,Poor,6,Petrol,2000,7,1,13.90259619,Weak
Car,77099,Poor,9,Electric,1000,10,1,13.45771576,Good
Truck,63347,Poor,9,Diesel,2500,6,0,18.9682559,Good
Van,36636,Poor,8,Petrol,1000,6,3,16.93764305,New
SUV,64641,Poor,10,Petrol,1000,5,0,15.46769137,Weak
Motorcycle,78875,Good,2,Diesel,2000,6,3,13.24363285,Good
Car,62625,Good,4,Electric,1500,4,1,18.84658132,New
Van,56027,Average,3,Petrol,1500,7,2,14.58264852,Weak
Car,76822,Good,7,Diesel,1500,7,2,13.91087934,New
SUV,71959,Poor,3,Diesel,1000,10,0,11.79533223,Good
Bus,79901,Poor,3,Electric,2000,3,0,14.1061281,Good
Motorcycle,63884,Good,4,Electric,800,5,2,17.25664177,New
Car,57947,Poor,9,Diesel,2500,8,3,11.24390528,New
Motorcycle,62347,Good,1,Electric,800,7,0,13.86145738,New
Van,32879,Average,4,Diesel,1000,8,1,18.88221882,Good
SUV,66584,Good,6,Diesel,2000,9,0,19.45125483,Good
Car,54888,Average,8,Petrol,2500,6,0,11.15719998,New
Motorcycle,58858,Poor,4,Diesel,800,9,3,15.57762597,Weak
Bus,51618,Poor,8,Electric,800,7,2,19.07818025,Good
Motorcycle,56540,Poor,6,Petrol,2000,3,2,10.83410733,Weak
SUV,35215,Poor,4,Diesel,1000,5,2,18.74640782,Weak
Motorcycle,77134,Good,1,Petrol,800,7,3,14.43774555,Weak
Motorcycle,46084,Good,3,Electric,2000,4,2,12.56865103,New
SUV,30990,Good,7,Diesel,2500,10,2,11.11590347,Good
Car,32312,Poor,8,Diesel,2500,7,3,17.51505348,New
Van,34134,Good,6,Petrol,1500,2,0,17.4837909,Good
Van,62807,Average,2,Electric,2000,3,2,15.96668341,Weak
Truck,62559,Poor,9,Electric,800,5,2,10.27929956,Weak
SUV,56611,Good,4,Electric,800,3,1,15.39135746,Weak
Motorcycle,41169,Good,1,Electric,1500,7,0,12.40959276,Good
Van,37096,Good,4,Electric,800,1,3,10.28729102,Good
Van,78227,Average,2,Electric,1000,3,2,17.17455746,Good
Bus,58516,Average,2,Diesel,1000,1,0,16.55318282,Weak
SUV,51326,Average,7,Petrol,1500,7,3,14.44053508,New
Bus,38321,Average,6,Petrol,800,5,2,12.5421437,Good
SUV,56857,Good,10,Diesel,2000,1,2,14.40763013,New
Car,76793,Good,9,Petrol,1000,5,3,19.09213911,New
Motorcycle,76360,Good,10,Electric,800,5,2,14.31786144,Good
Van,64365,Poor,4,Electric,2000,3,1,13.29264583,Good
Van,58089,Good,2,Petrol,2500,10,3,12.89546655,New
Truck,79143,Good,8,Diesel,2000,5,2,14.88831846,Good
Car,56541,Average,8,Diesel,2500,5,3,18.26601372,Weak
Van,42222,Average,8,Petrol,2000,2,0,18.83211556,Weak
SUV,40701,Average,2,Petrol,2500,5,3,19.75408995,New
SUV,55081,Poor,9,Petrol,2000,3,1,17.92466476,New
Van,74030,Good,8,Electric,800,1,3,13.5144948,New
Van,53341,Poor,7,Diesel,1500,7,2,11.5587316,Good
SUV,50907,Average,5,Petrol,1000,9,1,16.18466037,New
Bus,69196,Poor,4,Diesel,2000,1,3,18.90984801,Good
Van,60900,Poor,2,Electric,2500,7,1,17.00905991,Good
SUV,72431,Good,10,Diesel,800,3,1,14.97215708,Good
Van,67666,Average,10,Electric,800,4,2,13.63460848,New
Van,52178,Good,8,Diesel,2000,4,1,14.88302296,New
Bus,42809,Poor,1,Diesel,2500,1,3,12.63703797,Good
Truck,47704,Average,2,Electric,1500,8,2,14.72536645,Weak
Bus,74734,Average,3,Electric,1500,4,3,17.13471669,New
Car,48093,Average,7,Diesel,1000,7,1,10.04948504,Weak
Truck,65804,Average,5,Diesel,1000,4,3,19.28406189,Weak
Van,36171,Average,1,Diesel,1000,6,1,11.05739586,Weak
SUV,38562,Average,3,Petrol,1500,7,2,13.7573815,New
SUV,49615,Good,9,Electric,2000,7,3,11.27243804,New
Motorcycle,34052,Poor,4,Electric,1000,2,0,15.4788258,New
Car,36829,Average,9,Petrol,2500,9,3,18.79112871,Good
Bus,51421,Average,1,Petrol,2500,7,3,17.48504342,New
SUV,76932,Poor,4,Electric,2500,3,0,10.48972617,Weak
Truck,62017,Average,8,Petrol,1500,10,2,17.49737579,Weak
Motorcycle,61505,Good,5,Diesel,800,6,2,12.93263951,Good
Truck,72455,Average,8,Petrol,1000,1,1,18.47281017,Weak
Car,56292,Poor,8,Electric,2000,4,2,16.30904442,New
Truck,44299,Good,8,Petrol,2000,8,3,18.9248985,Good
Bus,65942,Good,4,Electric,2500,6,3,18.27111125,Good
Motorcycle,71782,Poor,3,Petrol,2000,2,2,17.30033613,Weak
SUV,78081,Good,1,Diesel,2500,5,0,16.74624614,New
Van,33771,Good,6,Electric,800,8,3,16.95728853,Good
Motorcycle,61711,Good,7,Petrol,2000,5,3,15.40414822,Weak
Motorcycle,76205,Average,7,Electric,1000,7,1,19.78644568,New
Van,60403,Average,3,Diesel,2000,10,0,13.5779691,New
Truck,56840,Good,2,Petrol,2500,10,3,13.66679529,New
Motorcycle,32765,Poor,6,Diesel,2500,3,3,14.56097931,New
Motorcycle,33792,Poor,3,Petrol,1000,4,2,12.85322826,New
Truck,78113,Poor,5,Diesel,1000,9,2,19.70623158,Weak
Truck,64957,Poor,5,Electric,2500,7,2,12.91725407,Good
SUV,54298,Good,9,Petrol,800,2,3,16.410446,Weak
Bus,46843,Good,5,Diesel,2000,5,0,12.86198449,Weak
Motorcycle,48354,Average,5,Petrol,800,8,1,11.43443077,Good
Car,74158,Good,9,Petrol,1500,9,1,16.2879478,Weak
Van,33473,Good,6,Electric,1500,5,2,18.41963202,Weak
Bus,37338,Poor,1,Petrol,800,10,1,15.26677893,Weak
Truck,70578,Poor,9,Electric,800,10,2,12.30957129,Good
SUV,35814,Poor,10,Diesel,1000,3,2,16.23545895,Good
Bus,67641,Poor,10,Petrol,800,1,1,15.59343846,New
Truck,31795,Poor,2,Diesel,800,2,2,18.39339249,New
SUV,64424,Average,2,Diesel,2000,2,0,19.72909963,Good
Bus,74111,Poor,6,Diesel,2500,4,2,10.68587927,Good
Car,62092,Average,1,Electric,2000,10,2,14.31110711,New
Truck,60406,Poor,3,Diesel,800,5,0,12.83215856,Good
Motorcycle,34787,Good,5,Diesel,800,3,2,13.144535,Weak
Truck,64712,Good,2,Electric,1000,10,1,15.70666716,Good
Truck,54094,Average,10,Petrol,1500,1,3,17.53839594,New
SUV,68988,Poor,9,Electric,1500,7,0,18.03878487,Weak
Motorcycle,51393,Good,3,Diesel,1500,8,3,13.54062971,New
Car,72194,Average,6,Diesel,1500,6,2,12.39017032,Weak
Motorcycle,41761,Poor,4,Diesel,1500,9,3,15.55991722,Good
Van,39317,Good,10,Diesel,2500,8,2,18.2802437,Good
Car,50373,Poor,8,Electric,800,10,3,10.21260455,Weak
Truck,30155,Poor,1,Electric,1500,1,3,11.96556927,Weak
Bus,51698,Average,9,Petrol,1000,4,0,19.16050263,Good
Van,61771,Good,10,Diesel,1500,8,1,17.64580489,Weak
SUV,59510,Poor,3,Electric,800,6,1,12.86669262,Weak
Van,64841,Good,5,Diesel,2000,9,3,14.24532945,Weak
Car,45250,Average,9,Diesel,2000,2,0,13.21816362,Good
Bus,40502,Poor,9,Petrol,1500,7,2,11.47107411,Good
SUV,33687,Average,1,Electric,1000,1,0,12.39358837,Good
SUV,31401,Good,2,Electric,2500,7,1,15.68106531,Good
Truck,73615,Poor,2,Diesel,800,6,2,11.28023619,New
SUV,33710,Average,10,Diesel,1000,4,1,10.76536265,Good
Van,79928,Good,9,Diesel,1000,3,0,15.61353844,Good
Bus,43859,Good,9,Petrol,1500,7,0,15.5601374,Weak
SUV,31700,Good,8,Electric,800,8,2,10.58898087,Good
Car,64353,Poor,10,Diesel,2500,9,0,10.53429962,Good
Truck,59408,Good,3,Electric,1500,2,0,12.94602377,Weak
Motorcycle,75872,Poor,1,Electric,2500,6,0,18.9751089,New
Bus,45125,Average,9,Petrol,800,7,1,10.31626491,Weak
Bus,41144,Poor,10,Petrol,800,9,0,14.55285223,Weak
Bus,70267,Average,3,Electric,1500,8,1,11.36033906,Good
Motorcycle,78988,Good,8,Diesel,1000,8,2,10.42502674,Weak
SUV,79980,Average,5,Diesel,800,1,0,18.72752609,Weak
Motorcycle,38160,Good,1,Diesel,1500,2,0,13.22873468,Good
SUV,33504,Average,8,Electric,800,6,2,10.38964969,Good
SUV,57515,Poor,8,Diesel,2500,3,2,11.72614215,New
SUV,66058,Average,9,Petrol,1500,7,3,16.14523626,Good
Van,48599,Poor,10,Diesel,1500,6,2,13.11507544,New
Van,49217,Average,6,Diesel,1000,10,2,14.80948732,Good
SUV,47254,Good,2,Electric,2000,2,1,11.45148022,Good
SUV,31793,Average,4,Electric,800,1,0,12.69644514,New
Van,67454,Good,1,Petrol,800,9,2,15.70284539,New
Bus,41628,Average,5,Petrol,1500,3,1,14.71705032,New
Van,30436,Poor,8,Electric,2500,4,0,11.77089178,New
Van,47848,Good,4,Petrol,1000,7,3,17.14316089,New
Bus,59501,Poor,2,Electric,1500,7,0,17.40030351,New
Car,68109,Good,5,Electric,800,1,1,10.47065924,Weak
Motorcycle,32647,Good,5,Diesel,800,10,0,13.3688392,New
Van,40719,Average,5,Diesel,800,4,1,13.55489776,Good
Bus,53664,Average,5,Petrol,1500,7,3,17.04577077,Good
Van,43893,Poor,10,Petrol,800,10,2,15.40143466,Weak
Bus,45192,Poor,4,Diesel,1500,2,1,10.02374148,New
Car,31818,Good,4,Electric,800,2,2,11.74551089,Weak
Car,79338,Good,9,Petrol,2500,3,0,17.32468284,Good
Motorcycle,34673,Good,8,Diesel,1500,8,0,13.86951858,Good
Van,66486,Poor,7,Electric,800,1,2,15.70105245,Good
Car,77478,Poor,10,Petrol,1000,3,1,11.24111604,Good
Bus,70254,Average,9,Petrol,1000,6,0,18.48293917,New
Truck,78349,Good,9,Diesel,800,5,0,10.42287083,New
Bus,41809,Poor,7,Petrol,800,4,3,19.99690605,New
Bus,53500,Good,2,Electric,2000,2,2,19.06719689,Weak
Motorcycle,61327,Good,3,Electric,2000,1,2,17.7463883,Good
Truck,72770,Poor,10,Diesel,1000,7,1,18.57987301,Good
Motorcycle,32850,Poor,7,Electric,2000,5,2,13.66452898,Weak
Car,39632,Average,7,Electric,2000,2,1,15.71651485,Weak
SUV,31581,Poor,1,Diesel,800,7,3,18.74557113,Good
Truck,37715,Average,8,Diesel,2500,6,2,17.96176591,Weak
Truck,73040,Good,5,Electric,2000,1,0,17.64956141,Weak
Motorcycle,43546,Average,2,Electric,2500,3,1,10.92740402,Good
Truck,79264,Average,3,Petrol,2500,10,2,14.57530516,Weak
Van,44709,Poor,5,Electric,1500,1,2,17.41538626,Good
Bus,72539,Average,5,Electric,2500,5,1,14.81335573,Weak
Bus,33363,Poor,4,Electric,2000,8,1,17.67967335,Good
Bus,40382,Poor,5,Petrol,2000,5,3,18.18001332,Good
Truck,79069,Poor,1,Electric,800,8,3,14.05098,Weak
Truck,71132,Good,9,Electric,1500,1,3,12.15627983,Good
Truck,54546,Poor,7,Electric,2000,7,0,10.77577982,New
SUV,61206,Poor,4,Electric,2000,10,0,12.84527867,Good
Truck,59216,Average,6,Electric,1000,10,0,17.22604835,New
Motorcycle,52466,Poor,4,Electric,2500,7,1,14.58626983,Good
Car,39622,Good,10,Electric,2000,7,2,10.41283112,Good
SUV,58607,Average,5,Electric,800,7,3,16.66118041,Weak
Car,69564,Poor,3,Petrol,1500,6,1,15.77858604,Good
Truck,37715,Poor,2,Petrol,1500,3,0,18.09415406,Weak
SUV,48525,Poor,4,Petrol,1000,2,0,16.99578764,New
Motorcycle,50272,Poor,7,Electric,1500,10,0,13.07656664,New
Bus,76254,Poor,2,Petrol,1500,4,2,18.8978768,New
Van,66601,Good,3,Petrol,2500,3,0,15.90864745,Good
Bus,47284,Good,3,Electric,800,4,2,18.2952323,Good
Motorcycle,46915,Poor,7,Petrol,2500,1,3,13.7683272,Weak
Motorcycle,33571,Average,4,Petrol,2000,8,2,11.9084917,Weak
Bus,34805,Average,8,Diesel,1500,9,0,17.53734445,New
Bus,64975,Average,1,Diesel,800,8,2,14.10302197,New
Motorcycle,59829,Poor,9,Petrol,2000,7,1,16.75287897,New
Van,32706,Average,9,Petrol,1000,4,1,13.4623577,Weak
Truck,34871,Poor,7,Diesel,2500,6,2,10.74338573,New
Bus,74272,Good,7,Diesel,1000,6,0,11.85392066,New
Truck,79017,Average,8,Diesel,1500,4,0,13.48788208,Good
Car,45543,Average,7,Electric,1500,2,2,15.46794755,Weak
Bus,40039,Poor,3,Electric,1000,1,1,14.26022158,Good
Van,63739,Good,5,Diesel,1500,10,3,12.83674501,New
Motorcycle,38409,Average,6,Diesel,2000,3,1,14.77903231,Weak
Van,52520,Poor,8,Petrol,2000,8,3,17.23904921,Weak
Motorcycle,48627,Poor,4,Electric,1000,7,3,11.99940169,Good
Truck,46341,Good,3,Electric,1500,5,0,19.79905502,New
Van,34988,Average,10,Diesel,2500,5,0,14.54417451,Good
SUV,59518,Poor,10,Diesel,1500,7,3,16.10198258,Weak
Bus,50896,Average,5,Electric,2000,4,1,17.83996507,New
Truck,46606,Average,6,Petrol,800,3,2,19.29524255,Good
Truck,45294,Average,1,Petrol,1500,1,3,12.96848496,Weak
Car,38658,Poor,9,Diesel,2500,5,1,10.61805548,New
SUV,47886,Good,9,Electric,1000,3,1,13.72284043,New
Van,68753,Poor,1,Diesel,2000,8,3,19.43625365,Weak
Van,53265,Good,1,Petrol,2500,4,2,17.04358842,Weak
Van,55079,Poor,6,Diesel,800,9,1,13.51853785,Good
Car,56377,Average,7,Diesel,1000,5,3,13.89743869,Weak
SUV,31438,Poor,7,Electric,800,6,1,17.12423375,New
Bus,52506,Average,7,Diesel,2500,4,2,18.54989227,Weak
Van,57358,Good,10,Electric,800,5,3,16.92092124,New
SUV,50176,Poor,9,Electric,2500,3,0,13.50581276,Weak
Van,71519,Poor,3,Diesel,1500,6,3,17.47056659,Good
Van,69082,Good,10,Diesel,1000,7,2,16.56024307,Good
Truck,33755,Average,8,Diesel,2000,10,0,15.67587027,Weak
Van,46135,Average,1,Petrol,1000,1,3,12.91912066,Weak
Car,73153,Good,5,Electric,1500,3,2,19.27057566,Good
SUV,61156,Poor,7,Electric,800,7,0,11.24184358,Good
SUV,48555,Average,9,Electric,2500,1,0,11.89926609,Weak
Motorcycle,39407,Poor,6,Petrol,2000,4,0,17.03713039,Weak
Van,54986,Average,2,Electric,2000,8,0,19.16388712,Good
Car,69282,Poor,8,Petrol,2000,8,2,10.05856301,Weak
Car,64317,Good,8,Diesel,800,2,0,17.63528325,New
Truck,39555,Good,4,Diesel,2000,8,1,17.44166263,Good
Truck,31837,Poor,4,Diesel,1000,9,1,11.3062529,New
Bus,59601,Good,7,Diesel,1000,5,2,16.06394025,New
Car,62727,Good,10,Petrol,2000,10,1,12.07475478,Good
